trace,object,discriminator_confidence,survives_box_gates
intento_120542_black_gloves,black_gloves,0.455,0
intento_120542_black_gloves,black_gloves,0.0392,0
intento_120542_black_gloves,black_gloves,0.31,0
intento_120542_black_gloves,black_gloves,0.0111,0
intento_120542_black_gloves,black_gloves,0.2429,0
intento_120542_black_gloves,black_gloves,0.0058,0
intento_120542_black_gloves,black_gloves,0.029,0
intento_120542_black_gloves,black_gloves,0.1898,0
intento_120542_black_gloves,black_gloves,0.0383,0
intento_120542_black_gloves,black_gloves,0.132,0
intento_120542_black_gloves,black_gloves,0.3759,0
intento_120542_black_gloves,black_gloves,0.0585,0
intento_120542_black_gloves,black_gloves,0.3061,0
intento_120542_black_gloves,black_gloves,0.0773,0
intento_120542_black_gloves,black_gloves,0.0067,0
intento_120542_black_gloves,black_gloves,0.0614,0
intento_120542_black_gloves,black_gloves,0.0428,0
intento_120542_black_gloves,black_gloves,0.0494,0
intento_120542_black_gloves,black_gloves,0.2836,0
intento_120542_black_gloves,black_gloves,0.1327,0
intento_120542_black_gloves,black_gloves,0.0254,0
intento_120542_black_gloves,black_gloves,0.1844,0
intento_120542_black_gloves,black_gloves,0.007,0
intento_120542_black_gloves,black_gloves,0.2164,0
intento_120542_black_gloves,black_gloves,0.4602,0
intento_120542_black_gloves,black_gloves,0.1243,0
intento_120542_black_gloves,black_gloves,0.3489,0
intento_120542_black_gloves,black_gloves,0.272,0
intento_120542_black_gloves,black_gloves,0.0289,0
intento_120542_black_gloves,black_gloves,0.2617,0
intento_120542_black_gloves,black_gloves,0.0631,0
intento_120542_black_gloves,black_gloves,0.0343,0
intento_120542_black_gloves,black_gloves,0.0289,0
intento_120542_black_gloves,black_gloves,0.2917,0
intento_120542_black_gloves,black_gloves,0.1397,0
intento_120542_black_gloves,black_gloves,0.002,0
intento_120542_black_gloves,black_gloves,0.1675,0
intento_120542_black_gloves,black_gloves,0.0437,0
intento_120542_black_gloves,black_gloves,0.0768,0
intento_120542_black_gloves,black_gloves,0.0311,0
intento_120542_black_gloves,black_gloves,0.0737,0
intento_120542_black_gloves,black_gloves,0.0592,1
intento_120542_black_gloves,black_gloves,0.0783,0
intento_120542_black_gloves,black_gloves,0.1235,0
intento_120542_black_gloves,black_gloves,0.1072,0
intento_120542_black_gloves,black_gloves,0.3142,0
intento_120542_black_gloves,black_gloves,0.0461,0
intento_120542_black_gloves,black_gloves,0.1336,0
intento_120542_black_gloves,black_gloves,0.2408,0
intento_120542_black_gloves,black_gloves,0.2963,0
intento_120542_black_gloves,black_gloves,0.3572,0
intento_120542_black_gloves,black_gloves,0.1452,0
intento_120542_black_gloves,black_gloves,0.031,0
intento_120542_black_gloves,black_gloves,0.0777,0
intento_120542_black_gloves,black_gloves,0.1465,0
intento_120542_black_gloves,black_gloves,0.009,0
intento_120542_black_gloves,black_gloves,0.4213,0
intento_120542_black_gloves,black_gloves,0.4061,0
intento_120542_black_gloves,black_gloves,0.0025,0
intento_120542_black_gloves,black_gloves,0.2748,0
intento_120542_black_gloves,black_gloves,0.3736,0
intento_120542_black_gloves,black_gloves,0.0147,0
intento_120542_black_gloves,black_gloves,0.2834,1
intento_120542_black_gloves,black_gloves,0.0439,0
intento_120542_black_gloves,black_gloves,0.0962,0
intento_120542_black_gloves,black_gloves,0.0097,0
intento_120542_black_gloves,black_gloves,0.3137,0
intento_120542_black_gloves,black_gloves,0.3848,0
intento_120542_black_gloves,black_gloves,0.278,0
intento_120542_black_gloves,black_gloves,0.0213,0
intento_120542_black_gloves,black_gloves,0.452,0
intento_120542_black_gloves,black_gloves,0.0326,0
intento_120542_black_gloves,black_gloves,0.4143,0
intento_120542_black_gloves,black_gloves,0.2798,0
intento_120542_black_gloves,black_gloves,0.4167,0
intento_120542_black_gloves,black_gloves,0.2442,0
intento_120542_black_gloves,black_gloves,0.2361,0
intento_120542_black_gloves,black_gloves,0.0027,0
intento_120542_black_gloves,black_gloves,0.243,0
intento_120607_usb_c_cable,usb_c_cable,0.2318,0
intento_120607_usb_c_cable,usb_c_cable,0.4213,0
intento_120607_usb_c_cable,usb_c_cable,0.6475,0
intento_120607_usb_c_cable,usb_c_cable,0.519,0
intento_120607_usb_c_cable,usb_c_cable,0.614,0
intento_120607_usb_c_cable,usb_c_cable,0.1402,0
intento_120607_usb_c_cable,usb_c_cable,0.1564,0
intento_120607_usb_c_cable,usb_c_cable,0.5156,0
intento_120607_usb_c_cable,usb_c_cable,0.2557,0
intento_120607_usb_c_cable,usb_c_cable,0.0136,0
intento_120607_usb_c_cable,usb_c_cable,0.3228,0
intento_120607_usb_c_cable,usb_c_cable,0.6736,0
intento_120607_usb_c_cable,usb_c_cable,0.7162,0
intento_120607_usb_c_cable,usb_c_cable,0.2949,0
intento_120607_usb_c_cable,usb_c_cable,0.3371,0
intento_120607_usb_c_cable,usb_c_cable,0.1043,0
intento_120607_usb_c_cable,usb_c_cable,0.1823,0
intento_120607_usb_c_cable,usb_c_cable,0.2396,0
intento_120607_usb_c_cable,usb_c_cable,0.7688,0
intento_120607_usb_c_cable,usb_c_cable,0.7295,0
intento_120607_usb_c_cable,usb_c_cable,0.4573,0
intento_120607_usb_c_cable,usb_c_cable,0.8496,0
intento_120607_usb_c_cable,usb_c_cable,0.5259,0
intento_120607_usb_c_cable,usb_c_cable,0.1945,0
intento_120607_usb_c_cable,usb_c_cable,0.5246,0
intento_120607_usb_c_cable,usb_c_cable,0.6212,0
intento_120607_usb_c_cable,usb_c_cable,0.2729,0
intento_120607_usb_c_cable,usb_c_cable,0.3558,0
intento_120607_usb_c_cable,usb_c_cable,0.1138,0
intento_120607_usb_c_cable,usb_c_cable,0.6707,0
intento_120607_usb_c_cable,usb_c_cable,0.8268,0
intento_120607_usb_c_cable,usb_c_cable,0.6427,0
intento_120607_usb_c_cable,usb_c_cable,0.3252,0
intento_120607_usb_c_cable,usb_c_cable,0.0717,0
intento_120607_usb_c_cable,usb_c_cable,0.492,0
intento_120607_usb_c_cable,usb_c_cable,0.485,0
intento_120607_usb_c_cable,usb_c_cable,0.1604,0
intento_120607_usb_c_cable,usb_c_cable,0.0095,0
intento_120607_usb_c_cable,usb_c_cable,0.3549,0
intento_120607_usb_c_cable,usb_c_cable,0.1029,0
intento_120607_usb_c_cable,usb_c_cable,0.1678,0
intento_120607_usb_c_cable,usb_c_cable,0.0031,0
intento_120607_usb_c_cable,usb_c_cable,0.1232,0
intento_120607_usb_c_cable,usb_c_cable,0.19,1
intento_120607_usb_c_cable,usb_c_cable,0.4757,0
intento_120607_usb_c_cable,usb_c_cable,0.1061,0
intento_120607_usb_c_cable,usb_c_cable,0.5381,0
intento_120607_usb_c_cable,usb_c_cable,0.0164,0
intento_120607_usb_c_cable,usb_c_cable,0.0017,0
intento_120607_usb_c_cable,usb_c_cable,0.3633,0
intento_120607_usb_c_cable,usb_c_cable,0.6474,0
intento_120607_usb_c_cable,usb_c_cable,0.4133,0
intento_120607_usb_c_cable,usb_c_cable,0.0002,1
intento_120607_usb_c_cable,usb_c_cable,0.0078,0
intento_120607_usb_c_cable,usb_c_cable,0.4948,0
intento_120607_usb_c_cable,usb_c_cable,0.2521,0
intento_120607_usb_c_cable,usb_c_cable,0.2635,0
intento_120607_usb_c_cable,usb_c_cable,0.6896,0
intento_120607_usb_c_cable,usb_c_cable,0.2768,0
intento_120607_usb_c_cable,usb_c_cable,0.4395,1
intento_120607_usb_c_cable,usb_c_cable,0.0003,0
intento_120607_usb_c_cable,usb_c_cable,0.5076,0
intento_120607_usb_c_cable,usb_c_cable,0.0003,0
intento_120607_usb_c_cable,usb_c_cable,0.0309,0
intento_120607_usb_c_cable,usb_c_cable,0.1492,0
intento_120607_usb_c_cable,usb_c_cable,0.2938,0
intento_120607_usb_c_cable,usb_c_cable,0.7679,0
intento_120607_usb_c_cable,usb_c_cable,0.1259,0
intento_120607_usb_c_cable,usb_c_cable,0.3732,0
intento_120607_usb_c_cable,usb_c_cable,0.0002,0
intento_120607_usb_c_cable,usb_c_cable,0.3895,0
intento_120607_usb_c_cable,usb_c_cable,0.4289,0
intento_120607_usb_c_cable,usb_c_cable,0.3586,0
intento_120607_usb_c_cable,usb_c_cable,0.3237,0
intento_120607_usb_c_cable,usb_c_cable,0.0001,0
intento_120607_usb_c_cable,usb_c_cable,0.8758,0
intento_120607_usb_c_cable,usb_c_cable,0.4331,0
intento_120607_usb_c_cable,usb_c_cable,0.4196,0
intento_120607_usb_c_cable,usb_c_cable,0.2548,0
intento_120607_usb_c_cable,usb_c_cable,0.38,0
intento_120607_usb_c_cable,usb_c_cable,0.1009,0
intento_120607_usb_c_cable,usb_c_cable,0.2851,0
intento_120607_usb_c_cable,usb_c_cable,0.0003,1
intento_120607_usb_c_cable,usb_c_cable,0.4788,1
intento_120607_usb_c_cable,usb_c_cable,0.4903,0
intento_120607_usb_c_cable,usb_c_cable,0.0031,1
intento_120607_usb_c_cable,usb_c_cable,0.4909,0
intento_120607_usb_c_cable,usb_c_cable,0.1662,0
intento_120607_usb_c_cable,usb_c_cable,0.605,0
intento_120607_usb_c_cable,usb_c_cable,0.1296,0
intento_120607_usb_c_cable,usb_c_cable,0.2187,0
intento_120607_usb_c_cable,usb_c_cable,0.4361,0
intento_120607_usb_c_cable,usb_c_cable,0.0042,0
intento_120607_usb_c_cable,usb_c_cable,0.022,0
intento_120607_usb_c_cable,usb_c_cable,0.0767,0
intento_120607_usb_c_cable,usb_c_cable,0.4657,0
intento_120607_usb_c_cable,usb_c_cable,0.3994,0
intento_120607_usb_c_cable,usb_c_cable,0.4407,0
intento_120607_usb_c_cable,usb_c_cable,0.2412,0
intento_120607_usb_c_cable,usb_c_cable,0.0003,0
intento_120607_usb_c_cable,usb_c_cable,0.0903,0
intento_120607_usb_c_cable,usb_c_cable,0.0025,0
intento_120607_usb_c_cable,usb_c_cable,0.1607,0
intento_120607_usb_c_cable,usb_c_cable,0.1771,0
intento_120607_usb_c_cable,usb_c_cable,0.0006,0
intento_120607_usb_c_cable,usb_c_cable,0.0928,0
intento_120607_usb_c_cable,usb_c_cable,0.1208,0
intento_120607_usb_c_cable,usb_c_cable,0.0501,0
intento_120607_usb_c_cable,usb_c_cable,0.003,0
intento_120607_usb_c_cable,usb_c_cable,0.2323,0
intento_120607_usb_c_cable,usb_c_cable,0.1294,0
intento_120607_usb_c_cable,usb_c_cable,0.2191,0
intento_120607_usb_c_cable,usb_c_cable,0.6316,0
intento_120607_usb_c_cable,usb_c_cable,0.2116,0
intento_120607_usb_c_cable,usb_c_cable,0.3316,0
intento_120607_usb_c_cable,usb_c_cable,0.1005,0
intento_120607_usb_c_cable,usb_c_cable,0.0348,0
intento_120607_usb_c_cable,usb_c_cable,0.3153,0
intento_120607_usb_c_cable,usb_c_cable,0.4396,0
intento_120607_usb_c_cable,usb_c_cable,0.1639,0
intento_120607_usb_c_cable,usb_c_cable,0.3147,0
intento_120607_usb_c_cable,usb_c_cable,0.2745,0
intento_120607_usb_c_cable,usb_c_cable,0.314,0
intento_120607_usb_c_cable,usb_c_cable,0.2468,0
intento_120607_usb_c_cable,usb_c_cable,0.1622,0
intento_120607_usb_c_cable,usb_c_cable,0.3763,0
intento_120607_usb_c_cable,usb_c_cable,0.0599,0
intento_120607_usb_c_cable,usb_c_cable,0.094,0
intento_120607_usb_c_cable,usb_c_cable,0.0111,0
intento_120607_usb_c_cable,usb_c_cable,0.149,0
intento_120607_usb_c_cable,usb_c_cable,0.1575,0
intento_120607_usb_c_cable,usb_c_cable,0.0167,1
intento_120607_usb_c_cable,usb_c_cable,0.3978,0
intento_120607_usb_c_cable,usb_c_cable,0.5425,0
intento_120607_usb_c_cable,usb_c_cable,0.0173,0
intento_120607_usb_c_cable,usb_c_cable,0.1134,0
intento_120607_usb_c_cable,usb_c_cable,0.0266,0
intento_120607_usb_c_cable,usb_c_cable,0.3301,0
intento_120607_usb_c_cable,usb_c_cable,0.2448,0
intento_120607_usb_c_cable,usb_c_cable,0.0087,1
intento_120607_usb_c_cable,usb_c_cable,0.0764,0
intento_120607_usb_c_cable,usb_c_cable,0.6074,0
intento_120607_usb_c_cable,usb_c_cable,0.0858,0
intento_120607_usb_c_cable,usb_c_cable,0.2485,0
intento_120607_usb_c_cable,usb_c_cable,0.3235,1
intento_120607_usb_c_cable,usb_c_cable,0.3061,0
intento_120607_usb_c_cable,usb_c_cable,0.2085,0
intento_120607_usb_c_cable,usb_c_cable,0.0417,0
intento_120607_usb_c_cable,usb_c_cable,0.0055,0
intento_120607_usb_c_cable,usb_c_cable,0.2704,0
intento_120607_usb_c_cable,usb_c_cable,0.2554,0
intento_120607_usb_c_cable,usb_c_cable,0.092,0
intento_120607_usb_c_cable,usb_c_cable,0.0004,0
intento_120607_usb_c_cable,usb_c_cable,0.0311,0
intento_120607_usb_c_cable,usb_c_cable,0.0956,0
intento_120607_usb_c_cable,usb_c_cable,0.4173,0
intento_120607_usb_c_cable,usb_c_cable,0.1062,0
intento_120607_usb_c_cable,usb_c_cable,0.1874,0
intento_120607_usb_c_cable,usb_c_cable,0.0028,1
intento_120607_usb_c_cable,usb_c_cable,0.3368,0
intento_120607_usb_c_cable,usb_c_cable,0.109,0
intento_120607_usb_c_cable,usb_c_cable,0.3627,1
intento_120607_usb_c_cable,usb_c_cable,0.3843,0
intento_120607_usb_c_cable,usb_c_cable,0.1389,0
intento_120607_usb_c_cable,usb_c_cable,0.0349,0
intento_120607_usb_c_cable,usb_c_cable,0.3753,0
intento_120607_usb_c_cable,usb_c_cable,0.175,0
intento_120607_usb_c_cable,usb_c_cable,0.1847,0
intento_120607_usb_c_cable,usb_c_cable,0.1039,0
intento_120607_usb_c_cable,usb_c_cable,0.1323,0
intento_120607_usb_c_cable,usb_c_cable,0.3177,0
intento_120607_usb_c_cable,usb_c_cable,0.0158,0
intento_120607_usb_c_cable,usb_c_cable,0.0089,0
intento_120607_usb_c_cable,usb_c_cable,0.4582,0
intento_120607_usb_c_cable,usb_c_cable,0.2214,0
intento_120607_usb_c_cable,usb_c_cable,0.1233,0
intento_120607_usb_c_cable,usb_c_cable,0.2296,0
intento_120607_usb_c_cable,usb_c_cable,0.1232,0
intento_120607_usb_c_cable,usb_c_cable,0.0021,0
intento_120607_usb_c_cable,usb_c_cable,0.001,0
intento_120607_usb_c_cable,usb_c_cable,0.0895,0
intento_120607_usb_c_cable,usb_c_cable,0.2485,0
intento_120607_usb_c_cable,usb_c_cable,0.5966,0
intento_120635_black_gloves,black_gloves,0.0344,1
intento_120635_black_gloves,black_gloves,0.24,0
intento_120635_black_gloves,black_gloves,0.2955,1
intento_120635_black_gloves,black_gloves,0.0262,1
intento_120635_black_gloves,black_gloves,0.0922,0
intento_120635_black_gloves,black_gloves,0.3131,0
intento_120635_black_gloves,black_gloves,0.067,1
intento_120635_black_gloves,black_gloves,0.0334,0
intento_120635_black_gloves,black_gloves,0.026,0
intento_120635_black_gloves,black_gloves,0.1304,1
intento_120635_black_gloves,black_gloves,0.0575,0
intento_120635_black_gloves,black_gloves,0.1268,1
intento_120635_black_gloves,black_gloves,0.0669,1
intento_120635_black_gloves,black_gloves,0.0427,0
intento_120635_black_gloves,black_gloves,0.2127,0
intento_120635_black_gloves,black_gloves,0.2271,1
intento_120635_black_gloves,black_gloves,0.5469,1
intento_120635_black_gloves,black_gloves,0.079,1
intento_120635_black_gloves,black_gloves,0.0056,0
intento_120635_black_gloves,black_gloves,0.051,0
intento_120635_black_gloves,black_gloves,0.5259,1
intento_120635_black_gloves,black_gloves,0.4861,1
intento_120635_black_gloves,black_gloves,0.0037,0
intento_120635_black_gloves,black_gloves,0.0482,1
intento_120635_black_gloves,black_gloves,0.3678,1
intento_120635_black_gloves,black_gloves,0.0263,1
intento_120635_black_gloves,black_gloves,0.0432,0
intento_120635_black_gloves,black_gloves,0.017,0
intento_120635_black_gloves,black_gloves,0.0066,0
intento_120635_black_gloves,black_gloves,0.003,0
intento_120635_black_gloves,black_gloves,0.0238,0
intento_120635_black_gloves,black_gloves,0.0239,0
intento_120635_black_gloves,black_gloves,0.0356,1
intento_120635_black_gloves,black_gloves,0.2515,1
intento_120635_black_gloves,black_gloves,0.1515,1
intento_120635_black_gloves,black_gloves,0.0114,1
intento_120635_black_gloves,black_gloves,0.0271,1
intento_120635_black_gloves,black_gloves,0.1002,1
intento_120635_black_gloves,black_gloves,0.0021,1
intento_120635_black_gloves,black_gloves,0.49,1
intento_120635_black_gloves,black_gloves,0.3655,1
intento_120635_black_gloves,black_gloves,0.0109,1
intento_120635_black_gloves,black_gloves,0.0089,0
intento_120635_black_gloves,black_gloves,0.1051,1
intento_120635_black_gloves,black_gloves,0.2025,0
intento_120635_black_gloves,black_gloves,0.0119,1
intento_120635_black_gloves,black_gloves,0.0075,0
intento_120635_black_gloves,black_gloves,0.0788,1
intento_120635_black_gloves,black_gloves,0.0606,1
intento_120635_black_gloves,black_gloves,0.4143,1
intento_120635_black_gloves,black_gloves,0.108,1
intento_120635_black_gloves,black_gloves,0.0172,1
intento_120635_black_gloves,black_gloves,0.0547,0
intento_120635_black_gloves,black_gloves,0.0059,0
intento_120635_black_gloves,black_gloves,0.0129,0
intento_120635_black_gloves,black_gloves,0.0225,0
intento_120635_black_gloves,black_gloves,0.0044,1
intento_120635_black_gloves,black_gloves,0.0489,1
intento_120635_black_gloves,black_gloves,0.0252,0
intento_120635_black_gloves,black_gloves,0.0284,0
intento_120635_black_gloves,black_gloves,0.0162,0
intento_120635_black_gloves,black_gloves,0.0278,0
intento_120635_black_gloves,black_gloves,0.0311,0
intento_120635_black_gloves,black_gloves,0.0351,0
intento_120635_black_gloves,black_gloves,0.0692,1
intento_120635_black_gloves,black_gloves,0.0238,0
intento_120635_black_gloves,black_gloves,0.1681,1
intento_120635_black_gloves,black_gloves,0.0537,0
intento_120635_black_gloves,black_gloves,0.0359,0
intento_120635_black_gloves,black_gloves,0.0308,1
intento_120635_black_gloves,black_gloves,0.0012,1
intento_120635_black_gloves,black_gloves,0.0338,1
intento_120635_black_gloves,black_gloves,0.016,1
intento_120635_black_gloves,black_gloves,0.166,1
intento_120635_black_gloves,black_gloves,0.1199,0
intento_120635_black_gloves,black_gloves,0.0234,0
intento_120635_black_gloves,black_gloves,0.0027,0
intento_120635_black_gloves,black_gloves,0.039,1
intento_120635_black_gloves,black_gloves,0.0015,1
intento_120635_black_gloves,black_gloves,0.0411,1
intento_120635_black_gloves,black_gloves,0.0554,0
intento_120635_black_gloves,black_gloves,0.0022,0
intento_120635_black_gloves,black_gloves,0.01,0
intento_120635_black_gloves,black_gloves,0.0299,0
intento_120635_black_gloves,black_gloves,0.0148,1
intento_120635_black_gloves,black_gloves,0.0029,1
intento_120635_black_gloves,black_gloves,0.0011,0
intento_120635_black_gloves,black_gloves,0.0442,0
intento_120635_black_gloves,black_gloves,0.0096,0
intento_120635_black_gloves,black_gloves,0.0399,1
intento_120635_black_gloves,black_gloves,0.0124,0
intento_120635_black_gloves,black_gloves,0.0023,1
intento_120635_black_gloves,black_gloves,0.0324,1
intento_121459_black_gloves,black_gloves,0.0014,1
intento_121459_black_gloves,black_gloves,0.0129,1
intento_121459_black_gloves,black_gloves,0.0054,0
intento_121459_black_gloves,black_gloves,0.0019,1
intento_121459_black_gloves,black_gloves,0.0947,0
intento_121459_black_gloves,black_gloves,0.0026,1
intento_121459_black_gloves,black_gloves,0.0471,1
intento_121459_black_gloves,black_gloves,0.0022,1
intento_121459_black_gloves,black_gloves,0.027,1
intento_121459_black_gloves,black_gloves,0.0112,1
intento_121459_black_gloves,black_gloves,0.0125,1
intento_121459_black_gloves,black_gloves,0.0108,1
intento_121459_black_gloves,black_gloves,0.0014,1
intento_121459_black_gloves,black_gloves,0.017,1
intento_121459_black_gloves,black_gloves,0.0321,1
intento_121459_black_gloves,black_gloves,0.1239,1
intento_121459_black_gloves,black_gloves,0.0007,1
intento_121459_black_gloves,black_gloves,0.0256,1
intento_121459_black_gloves,black_gloves,0.0269,1
intento_121459_black_gloves,black_gloves,0.5296,1
intento_121459_black_gloves,black_gloves,0.027,0
intento_121459_black_gloves,black_gloves,0.0147,1
intento_121459_black_gloves,black_gloves,0.0055,1
intento_121459_black_gloves,black_gloves,0.0121,1
intento_121459_black_gloves,black_gloves,0.3835,1
intento_121459_black_gloves,black_gloves,0.0037,1
intento_121459_black_gloves,black_gloves,0.0088,1
intento_121459_black_gloves,black_gloves,0.0019,1
intento_121459_black_gloves,black_gloves,0.0227,1
intento_121459_black_gloves,black_gloves,0.0119,1
intento_121459_black_gloves,black_gloves,0.057,1
intento_121459_black_gloves,black_gloves,0.0033,1
intento_121459_black_gloves,black_gloves,0.0035,1
intento_121459_black_gloves,black_gloves,0.0332,1
intento_121459_black_gloves,black_gloves,0.0331,0
intento_121459_black_gloves,black_gloves,0.8312,0
intento_121459_black_gloves,black_gloves,0.0257,1
intento_121459_black_gloves,black_gloves,0.026,1
intento_121459_black_gloves,black_gloves,0.0104,0
intento_121459_black_gloves,black_gloves,0.0292,1
intento_121459_black_gloves,black_gloves,0.0077,1
intento_121459_black_gloves,black_gloves,0.0095,1
intento_121459_black_gloves,black_gloves,0.0101,1
intento_121459_black_gloves,black_gloves,0.0052,1
intento_121459_black_gloves,black_gloves,0.0861,1
intento_121459_black_gloves,black_gloves,0.0137,1
intento_121459_black_gloves,black_gloves,0.0464,1
intento_121459_black_gloves,black_gloves,0.0223,0
intento_121459_black_gloves,black_gloves,0.4136,1
intento_121459_black_gloves,black_gloves,0.2361,1
intento_121459_black_gloves,black_gloves,0.0092,0
intento_121459_black_gloves,black_gloves,0.0165,0
intento_121459_black_gloves,black_gloves,0.7209,1
intento_121459_black_gloves,black_gloves,0.0015,1
intento_121459_black_gloves,black_gloves,0.0234,0
intento_121459_black_gloves,black_gloves,0.073,1
intento_121459_black_gloves,black_gloves,0.0811,0
intento_121459_black_gloves,black_gloves,0.0162,1
intento_121459_black_gloves,black_gloves,0.0599,0
intento_121459_black_gloves,black_gloves,0.0308,1
intento_121459_black_gloves,black_gloves,0.4447,1
intento_121459_black_gloves,black_gloves,0.0062,0
intento_121459_black_gloves,black_gloves,0.0106,1
intento_121459_black_gloves,black_gloves,0.0077,1
intento_121459_black_gloves,black_gloves,0.0109,1
intento_121459_black_gloves,black_gloves,0.0022,1
intento_121459_black_gloves,black_gloves,0.0142,1
intento_121459_black_gloves,black_gloves,0.0645,1
intento_121459_black_gloves,black_gloves,0.0063,0
intento_121459_black_gloves,black_gloves,0.0605,1
intento_121459_black_gloves,black_gloves,0.0357,1
intento_121459_black_gloves,black_gloves,0.0423,1
intento_121459_black_gloves,black_gloves,0.0802,1
intento_121459_black_gloves,black_gloves,0.1315,1
intento_121459_black_gloves,black_gloves,0.0324,1
intento_121459_black_gloves,black_gloves,0.1557,1
intento_121459_black_gloves,black_gloves,0.0742,1
intento_121459_black_gloves,black_gloves,0.3877,1
intento_121459_black_gloves,black_gloves,0.01,1
intento_121459_black_gloves,black_gloves,0.0038,1
intento_121459_black_gloves,black_gloves,0.0093,1
intento_121459_black_gloves,black_gloves,0.0259,0
intento_121459_black_gloves,black_gloves,0.1229,1
intento_121459_black_gloves,black_gloves,0.0099,1
intento_121459_black_gloves,black_gloves,0.1342,1
intento_121459_black_gloves,black_gloves,0.0113,1
intento_121459_black_gloves,black_gloves,0.2313,1
intento_121459_black_gloves,black_gloves,0.0803,1
intento_121459_black_gloves,black_gloves,0.1417,0
intento_121459_black_gloves,black_gloves,0.0116,1
intento_121459_black_gloves,black_gloves,0.0224,1
intento_121459_black_gloves,black_gloves,0.0019,1
intento_121459_black_gloves,black_gloves,0.1098,1
intento_121459_black_gloves,black_gloves,0.2021,1
intento_121459_black_gloves,black_gloves,0.0031,1
intento_121459_black_gloves,black_gloves,0.1462,1
intento_121459_black_gloves,black_gloves,0.0332,1
intento_121459_black_gloves,black_gloves,0.0021,1
intento_121459_black_gloves,black_gloves,0.0921,1
intento_121459_black_gloves,black_gloves,0.0018,1
intento_121459_black_gloves,black_gloves,0.0539,1
intento_121459_black_gloves,black_gloves,0.006,0
intento_121459_black_gloves,black_gloves,0.165,1
intento_121459_black_gloves,black_gloves,0.003,0
intento_121459_black_gloves,black_gloves,0.0053,1
intento_121459_black_gloves,black_gloves,0.0255,1
intento_121459_black_gloves,black_gloves,0.0243,1
intento_121459_black_gloves,black_gloves,0.0011,1
intento_121459_black_gloves,black_gloves,0.0426,1
intento_121459_black_gloves,black_gloves,0.0237,1
intento_121459_black_gloves,black_gloves,0.6326,1
intento_121532_usb_c_cable,usb_c_cable,0.3317,1
intento_121532_usb_c_cable,usb_c_cable,0.2718,0
intento_121532_usb_c_cable,usb_c_cable,0.501,1
intento_121532_usb_c_cable,usb_c_cable,0.8656,0
intento_121532_usb_c_cable,usb_c_cable,0.6157,0
intento_121532_usb_c_cable,usb_c_cable,0.7227,0
intento_121532_usb_c_cable,usb_c_cable,0.4451,0
intento_121532_usb_c_cable,usb_c_cable,0.8362,0
intento_121532_usb_c_cable,usb_c_cable,0.6135,0
intento_121532_usb_c_cable,usb_c_cable,0.4831,0
intento_121532_usb_c_cable,usb_c_cable,0.1581,0
intento_121532_usb_c_cable,usb_c_cable,0.8672,0
intento_121532_usb_c_cable,usb_c_cable,0.1299,0
intento_121532_usb_c_cable,usb_c_cable,0.2993,0
intento_121532_usb_c_cable,usb_c_cable,0.1593,1
intento_121532_usb_c_cable,usb_c_cable,0.2455,0
intento_121532_usb_c_cable,usb_c_cable,0.9005,0
intento_121532_usb_c_cable,usb_c_cable,0.4207,0
intento_121532_usb_c_cable,usb_c_cable,0.5995,0
intento_121532_usb_c_cable,usb_c_cable,0.8452,0
intento_121532_usb_c_cable,usb_c_cable,0.3003,0
intento_121532_usb_c_cable,usb_c_cable,0.5823,0
intento_121532_usb_c_cable,usb_c_cable,0.1278,0
intento_121532_usb_c_cable,usb_c_cable,0.4891,0
intento_121532_usb_c_cable,usb_c_cable,0.4448,0
intento_121532_usb_c_cable,usb_c_cable,0.7296,0
intento_121532_usb_c_cable,usb_c_cable,0.3107,0
intento_121532_usb_c_cable,usb_c_cable,0.1225,0
intento_121532_usb_c_cable,usb_c_cable,0.0538,0
intento_121532_usb_c_cable,usb_c_cable,0.6653,0
intento_121532_usb_c_cable,usb_c_cable,0.3126,0
intento_121532_usb_c_cable,usb_c_cable,0.1547,0
intento_121532_usb_c_cable,usb_c_cable,0.4189,0
intento_121532_usb_c_cable,usb_c_cable,0.0053,0
intento_121532_usb_c_cable,usb_c_cable,0.6925,0
intento_121532_usb_c_cable,usb_c_cable,0.5462,0
intento_121532_usb_c_cable,usb_c_cable,0.7268,0
intento_121532_usb_c_cable,usb_c_cable,0.1458,0
intento_121532_usb_c_cable,usb_c_cable,0.0151,0
intento_121532_usb_c_cable,usb_c_cable,0.1666,0
intento_121532_usb_c_cable,usb_c_cable,0.6677,0
intento_121532_usb_c_cable,usb_c_cable,0.2292,0
intento_121532_usb_c_cable,usb_c_cable,0.4533,0
intento_121532_usb_c_cable,usb_c_cable,0.0901,0
intento_121532_usb_c_cable,usb_c_cable,0.3683,1
intento_121532_usb_c_cable,usb_c_cable,0.7056,0
intento_121532_usb_c_cable,usb_c_cable,0.6036,1
intento_121532_usb_c_cable,usb_c_cable,0.6605,0
intento_121532_usb_c_cable,usb_c_cable,0.7719,0
intento_121532_usb_c_cable,usb_c_cable,0.6916,0
intento_121532_usb_c_cable,usb_c_cable,0.1381,0
intento_121532_usb_c_cable,usb_c_cable,0.1679,0
intento_121532_usb_c_cable,usb_c_cable,0.0117,0
intento_121532_usb_c_cable,usb_c_cable,0.1088,0
intento_121532_usb_c_cable,usb_c_cable,0.5207,0
intento_121532_usb_c_cable,usb_c_cable,0.1144,0
