trace,object,discriminator_confidence,survives_box_gates
intento_113830_yellow_trim,yellow_trim,0.3665,1
intento_113830_yellow_trim,yellow_trim,0.3775,0
intento_113830_yellow_trim,yellow_trim,0.3289,1
intento_113830_yellow_trim,yellow_trim,0.0208,1
intento_113830_yellow_trim,yellow_trim,0.1404,0
intento_113830_yellow_trim,yellow_trim,0.3635,0
intento_113830_yellow_trim,yellow_trim,0.4464,0
intento_113830_yellow_trim,yellow_trim,0.5176,1
intento_113830_yellow_trim,yellow_trim,0.3286,0
intento_113830_yellow_trim,yellow_trim,0.4925,0
intento_113830_yellow_trim,yellow_trim,0.4479,1
intento_113830_yellow_trim,yellow_trim,0.4851,0
intento_113830_yellow_trim,yellow_trim,0.0328,0
intento_113830_yellow_trim,yellow_trim,0.2839,0
intento_113830_yellow_trim,yellow_trim,0.3853,0
intento_113830_yellow_trim,yellow_trim,0.1993,0
intento_113830_yellow_trim,yellow_trim,0.5349,0
intento_113830_yellow_trim,yellow_trim,0.0056,0
intento_113830_yellow_trim,yellow_trim,0.7819,0
intento_113830_yellow_trim,yellow_trim,0.2141,0
intento_113830_yellow_trim,yellow_trim,0.2284,0
intento_113830_yellow_trim,yellow_trim,0.4685,0
intento_113830_yellow_trim,yellow_trim,0.0174,0
intento_113830_yellow_trim,yellow_trim,0.4631,0
intento_113830_yellow_trim,yellow_trim,0.238,0
intento_113830_yellow_trim,yellow_trim,0.5626,0
intento_113830_yellow_trim,yellow_trim,0.054,0
intento_113830_yellow_trim,yellow_trim,0.0521,0
intento_113830_yellow_trim,yellow_trim,0.4455,0
intento_113830_yellow_trim,yellow_trim,0.8232,0
intento_113830_yellow_trim,yellow_trim,0.2676,0
intento_113830_yellow_trim,yellow_trim,0.8415,0
intento_113830_yellow_trim,yellow_trim,0.0012,1
intento_113830_yellow_trim,yellow_trim,0.0381,1
intento_113830_yellow_trim,yellow_trim,0.3434,0
intento_113830_yellow_trim,yellow_trim,0.5927,0
